"Code_point_Libelle";"ID.interne.passage";"Date";"CHLOROA";"SALI";"TEMP";"TURB";"NH4";"PO4";"SIOH";"OXYGENE";"NO3+NO2";"TURB-FNU";"Shannon";"Simpson";"BergerParker";"Pielou";"Rspe";"Bacillariophyceae";"Dinophyceae";"Cryptophyceae";"Haptophyta";"Ciliophora";"DinoBac";"N_noeuds";"N_liens";"D_liens";"C_tance";"Avg_p_length";"Adhes";"Mod";"meanN_liens";"Assort";"Diss";"Trans";"meanN_voisins";"Nat_connect";"N_clust";"cluster"
"Sète mer";60512103;2015-02-02;1,454;37,8;10,6;NA;NA;NA;NA;NA;NA;NA;1,5132227589099;0,680961953689226;0,507780507780508;0,589962041358782;13;121500;400;NA;NA;NA;0,00329218106995885;13;59;4,53846153846154;0,756410256410256;0,167397022195711;3;0,00847457627118642;9,07692307692308;-0,216784326168006;0,78983844599277;0,852998065764023;2,16949152542373;0,140741401774333;2;1
"Sète mer";60512152;2015-02-16;1,117;32,3;10,6;NA;NA;NA;NA;NA;NA;NA;1,20299297372754;0,583942847949308;0,582089552238806;0,455841925155497;14;78700;1500;NA;NA;NA;0,0190597204574333;14;62;4,42857142857143;0,681318681318681;0,182261328571161;3;0,0608740894901145;8,85714285714286;0,00558821394876176;0,781915113939993;0,796610169491525;2,53225806451613;0,130776892995804;2;1
"Sète mer";60515579;2015-03-02;1,039;37,4;10,8;NA;NA;NA;NA;NA;NA;NA;1,38177449787167;0,6487979230136;0,517241379310345;0,556066964523419;12;74100;1300;NA;NA;NA;0,0175438596491228;12;51;4,25;0,772727272727273;0,181221548428538;5;0,0845828527489428;8,5;-0,154919016196765;0,805203601153262;0,825;2,03921568627451;0,137705655375468;2;1
"Sète mer";60515912;2015-03-16;1,039;37,2;11,4;NA;NA;NA;NA;NA;NA;NA;1,89577717182482;0,792406311637081;0,391025641025641;0,823325564641671;10;14900;700;NA;NA;NA;0,0469798657718121;10;27;2,7;0,6;0,177215856507125;1;0,0816186556927297;5,4;-0,196947674418606;0,842855957873192;0,705882352941177;2,96296296296296;0,141944254231938;2;1
"Sète mer";60520821;2015-03-30;0,139;37,6;12,4;NA;NA;NA;NA;NA;NA;NA;1,96707926372731;0,82188615837009;0,268115942028986;0,820335769473247;11;12700;1100;NA;NA;NA;0,0866141732283465;11;37;3,36363636363636;0,672727272727273;0,110499851787675;4;0,0631848064280496;6,72727272727273;-0,236675700090334;0,858572413450069;0,706666666666667;2,89189189189189;0,12970104976905;3;1
"Sète mer";60521951;2015-04-13;1,87;33,7;14,2;NA;NA;NA;NA;NA;NA;NA;0,78581892129839;0,513379449411021;0,538860103626943;0,43857389052167;6;288400;1100;NA;NA;NA;0,00381414701803051;6;12;2;0,8;0,291952376577899;2;-0,00347222222222214;4;-0,454545454545455;0,749151830620522;0,846153846153846;1,5;0,279221653267621;2;1
"Sète mer";60522142;2015-04-27;1,593;34,4;16,7;NA;NA;NA;NA;NA;NA;NA;0,632002463150159;0,249033839193138;0,864077669902913;0,274475182295377;10;81100;1300;NA;NA;NA;0,0160295930949445;10;24;2,4;0,533333333333333;0,249487280879456;1;0,207465277777778;4,8;0,792880258899677;0,81055438690624;0,885714285714286;4,66666666666667;0,150223861858059;2;1
"Sète mer";60522326;2015-05-11;1,039;34,9;17,5;NA;NA;NA;NA;NA;NA;NA;0,791318273608502;0,480832060950166;0,630676084762866;0,273777333814141;18;782900;9900;NA;NA;NA;0,0126452931408864;18;124;6,88888888888889;0,810457516339869;0,140265169136884;3;0,00809703433923001;13,7777777777778;-0,205105889179;0,794723965136584;0,880980861244019;2,25;0,124528494787777;3;1
"Sète mer";60523237;2015-05-27;1,039;37,5;15;NA;NA;NA;NA;NA;NA;NA;1,17536891168642;0,508242175431615;0,680778032036613;0,445374527675674;14;86400;800;NA;NA;NA;0,00925925925925926;14;77;5,5;0,846153846153846;0,124177676485106;4;-0,0280823073030865;11;-0,0995887850467318;0,7791900614718;0,905236907730673;2,09090909090909;0,157186401657455;2;1
"Sète mer";60523218;2015-06-08;1,454;34,6;23,7;NA;NA;NA;NA;7,6;NA;NA;0,905271564476269;0,534612697045159;0,515442404006678;0,319521142442532;17;930300;28100;NA;NA;NA;0,0302053101150167;17;104;6,11764705882353;0,764705882352941;0,10761898774491;2;-0,00462278106508879;12,2352941176471;-0,142857142857141;0,814279435892601;0,906759906759907;2,43269230769231;0,115257712445042;2;1
"Sète mer";60524040;2015-06-22;0,277;37,4;20,6;NA;NA;NA;NA;7,53;NA;NA;1,45988291270196;0,572304195864396;0,639004149377593;0,539090047927387;15;2600;21500;NA;NA;NA;8,26923076923077;15;75;5;0,714285714285714;0,157055263668529;4;0,0341333333333333;10;-0,149435848432505;0,827044176737838;0,798890429958391;2,4;0,104783382211288;2;1
"Sète mer";60524738;2015-07-06;1,939;36,9;26,3;NA;NA;NA;NA;9,58;NA;NA;1,70471706276987;0,767956994748705;0,35832913940614;0,645956813305908;14;190600;8100;NA;NA;NA;0,0424973767051417;14;81;5,78571428571429;0,89010989010989;0,128181413316887;8;-0,0211095869532082;11,5714285714286;-0,16146693317112;0,772932682231368;0,90585533869116;1,93827160493827;0,159874036630342;2;1
"Sète mer";60525083;2015-08-03;NA;37,5;17,9;NA;NA;NA;NA;NA;NA;NA;1,33871538226063;0,547565448582352;0,649779735682819;0,494346589925016;15;42000;3400;NA;NA;NA;0,080952380952381;15;75;5;0,714285714285714;0,124042194472825;4;0,0233777777777777;10;-0,0122864445540611;0,803521620650554;0,789693593314763;2,74666666666667;0,118776255502075;3;1
"Sète mer";60525912;2015-08-17;NA;37,8;16,6;NA;NA;NA;NA;8,01;NA;NA;1,06043644443487;0,406973483088393;0,76500508646999;0,382471599891027;16;97000;1300;NA;NA;NA;0,0134020618556701;16;92;5,75;0,766666666666667;0,128297199395751;5;0,0555293005671078;11,5;-0,0695659194273232;0,818096384040368;0,824630541871921;2,3804347826087;0,110707871303477;2;1
"Sète mer";60535528;2015-08-31;NA;34,6;23,4;NA;NA;NA;NA;7,9;NA;NA;1,04954471512726;0,565391889185611;0,539419087136929;0,33954393411419;22;905500;10300;NA;NA;NA;0,0113749309773606;22;192;8,72727272727273;0,831168831168831;0,112365465484985;10;0,0096435546875;17,4545454545455;-0,155283680561105;0,825833313494704;0,865846153846154;2,01041666666667;0,104148359135016;2;1
"Sète mer";60535835;2015-09-14;NA;36,2;21,1;NA;NA;NA;NA;7,03;NA;NA;1,83325873453351;0,763200518302559;0,376417233560091;0,66120832124447;16;39100;5000;NA;NA;NA;0,127877237851662;16;84;5,25;0,7;0,118892745723548;2;0,027140022675737;10,5;0,00272530777182846;0,838053917764002;0,821305841924399;2,58333333333333;0,0994542013089098;3;1
"Sète mer";60535910;2015-09-28;0,416;37,2;18,5;NA;NA;NA;NA;7,23;NA;NA;2,3009877614822;0,847470438054286;0,278688524590164;0,744405098345462;22;45700;3100;NA;NA;NA;0,0678336980306346;22;150;6,81818181818182;0,649350649350649;0,127078210821449;3;0,0754666666666667;13,6363636363636;0,173274543967569;0,814289817493356;0,826996197718631;3,12;0,0954390207508824;2;1
"Sète mer";60536098;2015-10-12;0,693;37,6;18,9;NA;NA;NA;NA;NA;NA;NA;1,62549544720442;0,644844290657439;0,573529411764706;0,58627355516735;16;32600;1400;NA;NA;NA;0,0429447852760736;16;100;6,25;0,833333333333333;0,143701586017531;6;-0,01005;12,5;-0,0935004300282641;0,791101446397057;0,878787878787879;2,17;0,133595987145781;3;1
"Sète mer";60536228;2015-10-26;0,623;37,5;16,9;NA;NA;NA;NA;NA;NA;NA;2,24635672366122;0,861939924487955;0,245664739884393;0,777186089479469;18;33500;1100;NA;NA;NA;0,0328358208955224;18;90;5;0,588235294117647;0,136368264406606;3;0,0958641975308642;10;0,352583771920912;0,800385885644972;0,814612868047982;3,31111111111111;0,108492188257996;3;1
"Sète mer";60536264;2015-11-09;3,324;34,6;17,6;NA;NA;NA;NA;NA;NA;NA;2,30564932272857;0,854798422780661;0,248283752860412;0,76964465185444;20;77100;9700;NA;NA;NA;0,125810635538262;20;152;7,6;0,8;0,115132680793777;7;0,0152138157894737;15,2;-0,0566540829167125;0,805348144133862;0,861517976031957;2,50657894736842;0,117135822102678;2;1
"Sète mer";60536287;2015-11-23;1,177;38,2;14,7;NA;NA;NA;NA;NA;NA;NA;1,7356952742019;0,689880740477038;0,518867924528302;0,589482508037326;19;20300;800;NA;NA;NA;0,0394088669950739;19;105;5,52631578947368;0,614035087719298;0,117153825607435;3;0,0834013605442177;11,0526315789474;0,00726604219557117;0,850297898235383;0,740963855421687;3,16190476190476;0,0799486823303541;2;1
"Sète mer";60538328;2015-12-07;0,208;38,2;15,2;NA;NA;NA;NA;NA;NA;NA;1,53042799101413;0,695143684562263;0,395522388059701;0,638238044995228;11;12700;700;NA;NA;NA;0,0551181102362205;11;39;3,54545454545455;0,709090909090909;0,202392194173922;1;0,0118343195266272;7,09090909090909;0,0759104870557304;0,799089012851669;0,844106463878327;2,53846153846154;0,147145052444046;2;1
"Sète mer";60538429;2015-12-21;5,471;33,1;13,1;NA;NA;NA;NA;NA;NA;NA;1,64031591948865;0,753205409618533;0,357258141080414;0,538776098071794;21;1027200;1700;NA;NA;NA;0,00165498442367601;21;145;6,90476190476191;0,69047619047619;0,119299580189375;5;0,039024970273484;13,8095238095238;-0,0337307517739935;0,80980939449374;0,807692307692308;2,73793103448276;0,105794824510896;3;1
"Sète mer";60539565;2016-01-04;1,177;37,6;14,4;NA;NA;NA;NA;NA;NA;NA;1,84835745232285;0,773364070695139;0,400925212027756;0,607109157554766;21;127900;1700;NA;NA;NA;0,0132916340891321;21;155;7,38095238095238;0,738095238095238;0,119861397702636;5;0,0225806451612903;14,7619047619048;-0,0280659393072181;0,815556713490837;0,83545974483062;2,58064516129032;0,103468576116543;3;1
"Sète mer";60539644;2016-01-18;0,762;37,9;12;NA;NA;NA;NA;NA;NA;NA;1,69856136503224;0,721732479974238;0,380952380952381;0,627226690384436;15;24800;2200;NA;NA;NA;0,0887096774193548;15;79;5,26666666666667;0,752380952380952;0,139927172402572;4;0,0528761416439673;10,5333333333333;-0,101091519731313;0,818333383833173;0,835820895522388;2,43037974683544;0,113162151687258;2;1
"Sète mer";60539667;2016-02-01;NA;38;13,2;NA;NA;NA;NA;NA;NA;NA;2,23374194439582;0,850214159737969;0,265873015873016;0,788412898408085;17;22000;2800;NA;NA;NA;0,127272727272727;17;112;6,58823529411765;0,823529411764706;0,122559082265031;7;0,00577965561224491;13,1764705882353;-0,114357385273717;0,825353474895091;0,861407249466951;2,08928571428571;0,107646281132796;3;1
"Sète mer";60540973;2016-02-15;NA;37,8;12,1;NA;NA;NA;NA;NA;NA;NA;1,98146266397372;0,819173553719008;0,327272727272727;0,826334113274819;11;4500;200;NA;NA;NA;0,0444444444444444;11;27;2,45454545454545;0,490909090909091;0,15572192512653;2;0,222222222222222;4,90909090909091;0,166666666666667;0,839434747401909;0,641025641025641;4,14814814814815;0,129064391804673;2;1
"Sète mer";60553838;2016-03-07;1,87;37,4;11;NA;NA;NA;NA;NA;NA;NA;1,78507954278879;0,719077092376973;0,485668789808917;0,606254554914955;19;124800;400;NA;NA;NA;0,00320512820512821;19;131;6,89473684210526;0,766081871345029;0,102270155388131;5;0,0267758289143989;13,7894736842105;-0,110321257689685;0,825486048212758;0,835034013605442;2,58778625954198;0,104520404900277;3;1
"Sète mer";60553843;2016-03-14;1,247;37,5;11,4;NA;NA;NA;NA;NA;NA;NA;1,45637936457642;0,667238629580687;0,428192497158014;0,494620324917962;19;263400;500;NA;NA;NA;0,00189825360668185;19;136;7,15789473684211;0,795321637426901;0,121596761708154;6;0,072853589965398;14,3157894736842;-0,00966658474645706;0,798065044324785;0,861464968152866;2,48529411764706;0,124004819455627;2;1
"Sète mer";60554471;2016-03-29;0,05;37,5;12,2;NA;NA;NA;NA;NA;NA;NA;2,38478797817356;0,879630262049496;0,214876033057851;0,796061784033979;20;35400;900;NA;NA;NA;0,0254237288135593;20;144;7,2;0,757894736842105;0,131838477520817;5;0,0333960262345679;14,4;0,0340417528681601;0,809968809095343;0,857562408223201;2,45833333333333;0,1084793681251;3;1
"Sète mer";60555198;2016-04-18;1,662;35,6;14,8;NA;NA;NA;NA;NA;NA;NA;1,46545561557981;0,704750725057006;0,401574803149606;0,507012847595245;18;188100;2200;NA;NA;NA;0,0116959064327485;18;105;5,83333333333333;0,686274509803922;0,136581695500337;4;0,0183219954648526;11,6666666666667;0,143038510368177;0,803435217604559;0,805119735755574;2,65714285714286;0,108660333810587;3;1
"Sète mer";60556415;2016-04-25;0,05;37,6;13,6;NA;NA;NA;NA;NA;NA;NA;1,1019055168087;0,440357599516348;0,740203193033382;0,397428406157025;16;136200;1600;NA;NA;NA;0,0117474302496329;16;76;4,75;0,633333333333333;0,153575035099367;3;0,0723684210526316;9,5;-0,052111144071989;0,810249562703962;0,748936170212766;3,11842105263158;0,105429770715139;3;1
"Sète mer";60556561;2016-05-11;3,255;34,8;15,3;NA;NA;NA;NA;NA;NA;NA;1,11404393884537;0,565505632463813;0,55159165751921;0,393208630469894;17;176900;5300;NA;NA;NA;0,0299604296212549;17;103;6,05882352941176;0,757352941176471;0,117563391867452;7;0,0263455556602884;12,1176470588235;-0,137713624737297;0,816994942795654;0,822460776218002;2,42718446601942;0,1125989983722;3;1
"Sète mer";60556897;2016-05-24;1,385;37,3;14,9;NA;NA;NA;NA;NA;NA;NA;0,847032820564797;0,329618917193104;0,813627254509018;0,278215331925153;21;246200;3300;NA;NA;NA;0,0134037367993501;21;168;8;0,8;0,129649726908596;8;0,0339427437641724;16;0,023699791138051;0,811003356342205;0,857634902411022;2,44047619047619;0,10566028536338;2;1
"Sète mer";60559619;2016-06-06;0,831;37,7;15,9;NA;NA;NA;NA;7,66;NA;NA;0,990873387042151;0,381214236115892;0,779803646563815;0,325461022971829;21;132700;9900;NA;NA;NA;0,0746043707611153;21;154;7,33333333333333;0,733333333333333;0,0997800122417811;7;0,0561435317928825;14,6666666666667;-0,0878401210034267;0,843623064311263;0,799364502950522;2,56493506493507;0,0845912881401428;3;1
"Sète mer";60559986;2016-06-20;1,247;37,8;15,8;NA;NA;NA;NA;7,6;NA;NA;0,951711812799127;0,449723191738444;0,720052367444905;0,323223479764065;19;454600;3700;NA;NA;NA;0,00813902331720194;19;133;7;0,777777777777778;0,11851479687514;6;0,0134829555090734;14;-0,0309698301624772;0,82282945236286;0,845093715545755;2,3984962406015;0,101344520872219;3;1
"Sète mer";60560413;2016-07-04;0,208;37,7;17,2;NA;NA;NA;NA;8,53;NA;NA;1,39617873225267;0,649446074440747;0,492577597840756;0,483044690856277;18;146000;2200;NA;NA;NA;0,0150684931506849;18;115;6,38888888888889;0,751633986928105;0,143986879559541;4;0,026124763705104;12,7777777777778;0,0624623499016073;0,80448206120582;0,852981969486824;2,40869565217391;0,113035780527684;3;1
"Sète mer";60561156;2016-07-18;0,277;37,8;17,6;NA;NA;NA;NA;7,64;NA;NA;1,06111026402761;0,435624415289275;0,742268041237113;0,402079277369208;14;79000;8300;NA;NA;NA;0,105063291139241;14;67;4,78571428571429;0,736263736263736;0,13351491571585;4;0,0288482958342615;9,57142857142857;0,0125912147660636;0,802711862458843;0,819078947368421;2,59701492537313;0,128276629610031;3;1
"Sète mer";60561870;2016-08-01;0,485;38;19,2;NA;NA;NA;NA;7,59;NA;NA;2,13837716956214;0,818476454293629;0,302631578947368;0,69179805901367;22;35600;2400;NA;NA;NA;0,0674157303370786;22;171;7,77272727272727;0,74025974025974;0,11405950752397;6;0,0328135152696556;15,5454545454545;-0,0772079772079749;0,826856250055233;0,826530612244898;2,51461988304094;0,0935622788845344;3;1
"Sète mer";60562592;2016-08-16;0,416;37,9;20,9;NA;NA;NA;NA;7,32;NA;NA;2,16098089096593;0,851928374655647;0,212121212121212;0,818845754775997;14;12800;400;NA;NA;NA;0,03125;14;66;4,71428571428571;0,725274725274725;0,181034321306903;1;0,0143480257116621;9,42857142857143;0,210172026925954;0,768826928154972;0,88780487804878;2,68181818181818;0,147602647763121;3;1
"Sète mer";60563883;2016-08-29;NA;37,6;22,6;NA;NA;NA;NA;8,86;NA;NA;1,9649043925384;0,807536183197559;0,32010582010582;0,693525038155196;17;36500;1300;NA;NA;NA;0,0356164383561644;17;99;5,82352941176471;0,727941176470588;0,162072757593624;4;0,0525966738087949;11,6470588235294;0,127921066297387;0,794225699327247;0,848806366047745;2,3030303030303;0,118885532973761;2;1
"Sète mer";60563915;2016-09-12;0,208;37,4;22,8;NA;NA;NA;NA;8,97;NA;NA;1,7881054949474;0,749160654947401;0,406639004149378;0,6602925951002;15;23000;1100;NA;NA;NA;0,0478260869565217;14;65;4,64285714285714;0,714285714285714;0,156883573284198;1;-0,00461538461538469;9,28571428571429;-0,144114411441143;0,781824295178738;0,844221105527638;3,2;0,137705443350147;3;1
"Sète mer";60564284;2016-09-26;0,208;37,9;18,9;NA;NA;NA;NA;NA;NA;NA;1,39029742563775;0,619147152754936;0,583061889250814;0,579799060204685;11;30200;500;NA;NA;NA;0,0165562913907285;11;40;3,63636363636364;0,727272727272727;0,149249320230642;2;0,00968750000000001;7,27272727272727;-0,18488253319714;0,801879585040334;0,841726618705036;2,325;0,151942263943642;3;1
"Sète mer";60564650;2016-10-10;0,623;37,8;19,6;NA;NA;NA;NA;NA;NA;NA;1,50797105754666;0,654738249053241;0,522388059701492;0,571405191021942;14;32600;900;NA;NA;NA;0,0276073619631902;14;77;5,5;0,846153846153846;0,173852306313928;7;0,044189576657109;11;-0,193018480492819;0,784150364765753;0,878787878787879;1,94805194805195;0,142517716739046;2;1
"Sète mer";60564821;2016-10-24;NA;37,3;17,5;NA;NA;NA;NA;NA;NA;NA;1,98788102556507;0,806811415199242;0,362931642001409;0,716976524364998;16;140700;1200;NA;NA;NA;0,00852878464818763;16;103;6,4375;0,858333333333333;0,128914142172265;4;0,0148458855688567;12,875;-0,0249889429455984;0,773947593596407;0,919811320754717;2,23300970873786;0,152783842423566;2;1
"Sète mer";60564810;2016-11-02;0,831;37,3;17,5;NA;NA;NA;NA;NA;NA;NA;1,98788102556507;0,806811415199242;0,362931642001409;0,716976524364998;16;140700;1200;NA;NA;NA;0,00852878464818763;16;103;6,4375;0,858333333333333;0,128914142172265;4;0,0148458855688567;12,875;-0,0249889429455984;0,773947593596407;0,919811320754717;2,23300970873786;0,152783842423566;2;1
"Sète mer";60564835;2016-11-07;0,693;37,8;17;NA;NA;NA;NA;NA;NA;NA;1,66829619237335;0,640510146244942;0,579613590939374;0,539719598661868;22;148700;1400;NA;NA;NA;0,00941492938802959;22;176;8;0,761904761904762;0,115848514843807;4;0,0301685175619835;16;-0,00424431514743135;0,813835130342744;0,847475832438238;2,51704545454545;0,107186057086619;3;1
"Sète mer";60564987;2016-11-28;1,385;29;14;NA;NA;NA;NA;NA;NA;NA;1,86985561152497;0,767206937150829;0,410009624639076;0,690480409397106;15;100200;3300;NA;NA;NA;0,0329341317365269;15;93;6,2;0,885714285714286;0,136452473656099;7;-0,00919181408255294;12,4;-0,1544320938893;0,803533244856885;0,909426987060998;1,87096774193548;0,136382740238189;3;1
"Sète mer";60565619;2016-12-06;2,701;35,1;13,1;NA;NA;NA;NA;NA;NA;NA;1,72162918382976;0,741814635748887;0,371304974765681;0,58470533640237;19;274000;2800;NA;NA;NA;0,0102189781021898;19;151;7,94736842105263;0,883040935672515;0,141276207516208;7;0,00052629270646023;15,8947368421053;-0,107982318424255;0,791117944705183;0,927461139896373;1,97350993377483;0,136111081400911;2;1
"Sète mer";60565659;2016-12-19;1,039;34,4;12,3;NA;NA;NA;NA;NA;NA;NA;2,17164537849683;0,832447173828438;0,338516746411483;0,766495535203063;17;76800;4800;NA;NA;NA;0,0625;17;102;6;0,75;0,138270166852334;5;0,0530084582852748;12;-0,0805574439157004;0,793175862472832;0,839195979899497;2,43137254901961;0,123312243215517;2;1
"Sète mer";60580701;2017-01-03;0,623;36,7;11,9;NA;NA;NA;NA;NA;NA;NA;2,01184066796582;0,821032746189737;0,28322440087146;0,710091483998708;17;40600;5200;NA;NA;NA;0,12807881773399;17;88;5,17647058823529;0,647058823529412;0,195190647130887;1;0,00949121900826444;10,3529411764706;0,309615033752967;0,787974390665908;0,86984126984127;2,90909090909091;0,112772803023409;3;1
"Sète mer";60580729;2017-01-16;0,277;37,5;10;NA;NA;NA;NA;NA;NA;NA;1,83473653914777;0,781095403766827;0,306513409961686;0,677512011557618;15;50800;1200;NA;NA;NA;0,0236220472440945;15;86;5,73333333333333;0,819047619047619;0,161655488269271;5;0,02210654407788;11,4666666666667;-0,169509722056547;0,782982447649359;0,869009584664537;2,11627906976744;0,13927073496255;2;1
"Sète mer";60580966;2017-01-30;0,831;36;10,6;NA;NA;NA;NA;NA;NA;NA;0,66053017074259;0,25647429765827;0,859106529209622;0,257521720193454;13;56800;800;NA;NA;NA;0,0140845070422535;13;58;4,46153846153846;0,743589743589744;0,12436903839072;4;0,0361177170035672;8,92307692307692;-0,233672857998792;0,837286040303548;0,790123456790123;2,31034482758621;0,118654255465288;3;1
"Sète mer";60581259;2017-02-20;1,454;35,6;11,8;NA;NA;NA;NA;NA;NA;NA;2,42548993569923;0,891937204694406;0,185185185185185;0,856091526177388;17;11900;3700;NA;NA;NA;0,310924369747899;17;79;4,64705882352941;0,580882352941177;0,104051366409154;5;0,0462265662554078;9,29411764705882;-0,0965276312395959;0,86439203742541;0,676470588235294;3,34177215189873;0,0834252910660086;3;1
"Sète mer";60581254;2017-02-27;0,554;37,5;12,7;NA;NA;NA;NA;NA;NA;NA;1,41650728653358;0,59223615916955;0,617647058823529;0,590729421172969;11;11300;2300;NA;NA;NA;0,20353982300885;11;49;4,45454545454545;0,890909090909091;0,13363008764971;6;0,00499791753436074;8,90909090909091;-0,25641025641024;0,813375632707589;0,909090909090909;1,85714285714286;0,151211018397723;2;1
"Sète mer";60581831;2017-03-13;0,693;37,4;12,6;NA;NA;NA;NA;NA;NA;NA;1,39979907702779;0,610544217687075;0,595238095238095;0,63707601465337;9;2900;5500;NA;NA;NA;1,89655172413793;9;27;3;0,75;0,130790966163378;3;-0,00617283950617276;6;-0,201213346814967;0,828209729526861;0,776223776223776;2,37037037037037;0,16882005982217;2;1
"Sète mer";60597195;2017-03-27;0,762;34,2;13,5;NA;NA;NA;NA;NA;NA;NA;1,61253294539242;0,730894259023727;0,348344370860927;0,58159832089693;16;70600;4700;NA;NA;NA;0,0665722379603399;16;82;5,125;0,683333333333333;0,144791173234864;3;0,0305621653777514;10,25;0,19235379880123;0,821597895552256;0,816203143893591;2,70731707317073;0,106954990700167;3;1
"Sète mer";60602836;2017-04-10;0,762;37,5;15,1;NA;NA;NA;NA;NA;NA;NA;1,46505286699818;0,630734362171277;0,578713968957871;0,589580645664565;12;41400;3700;NA;NA;NA;0,0893719806763285;12;43;3,58333333333333;0,651515151515151;0,194879437922552;1;0,018388318009735;7,16666666666667;0,0980199960791978;0,793874923759995;0,845901639344262;2,7906976744186;0,139980292748579;3;1
"Sète mer";60608915;2017-04-24;0,346;37,6;14,7;NA;NA;NA;NA;NA;NA;NA;2,45015937782352;0,874136465086619;0,260309278350515;0,804776258983874;21;32000;6400;NA;NA;NA;0,2;21;128;6,09523809523809;0,609523809523809;0,120150691913876;4;0,063873291015625;12,1904761904762;0,224369628895332;0,833833370598542;0,746623794212219;3,1875;0,0811362231005299;3;1
"Sète mer";60608956;2017-05-09;0,97;37,5;14,9;NA;NA;NA;NA;NA;NA;NA;1,2869452490905;0,607455135323133;0,510094212651413;0,422708413360498;21;141700;6700;NA;NA;NA;0,0472829922371207;21;154;7,33333333333333;0,733333333333333;0,117707801819032;4;0,00978242536684089;14,6666666666667;-0,0742248892698932;0,824721661847926;0,842592592592593;2,62337662337662;0,0948565448066736;3;1
"Sète mer";60609071;2017-05-22;0,623;37,5;16;NA;NA;NA;NA;NA;NA;NA;1,69402692019139;0,690266754642285;0,520388349514563;0,625552258780837;15;41800;9700;NA;NA;NA;0,232057416267943;15;96;6,4;0,914285714285714;0,120078781741627;11;-0,00347222222222221;12,8;-0,192002806032981;0,809800142129395;0,922270742358079;1,96875;0,13395202467732;2;1
"Sète mer";60609286;2017-06-06;0,554;37,7;16,6;NA;NA;NA;NA;NA;NA;NA;2,0752132977104;0,808691323404656;0,358009708737864;0,748474983348406;16;63500;18900;NA;NA;NA;0,297637795275591;15;84;5,6;0,8;0,144564605472654;0;-0,0302579365079365;11,2;-0,233963372833215;0,779363649868817;0,933689839572193;1,83333333333333;0,140585708566851;4;1
"Sète mer";60609765;2017-06-19;0,416;36,7;22,6;NA;NA;NA;NA;6,9;NA;NA;1,44157351590849;0,614303412495582;0,589798087141339;0,481209061515459;20;90400;3700;NA;NA;NA;0,040929203539823;20;157;7,85;0,826315789473684;0,119771793357446;7;0,0268976429064059;15,7;-0,0985539705683413;0,814865933928121;0,872224549643905;2,10828025477707;0,111028459466243;3;1
"Sète mer";60609846;2017-07-03;0,554;38,1;15,6;NA;NA;NA;NA;NA;NA;NA;0,74235497061302;0,30243536487073;0,830708661417323;0,309586068680424;11;126600;200;NA;NA;NA;0,00157977883096367;11;41;3,72727272727273;0,745454545454545;0,133974630134943;3;-0,00505651397977394;7,45454545454545;-0,282051282051281;0,819303961162754;0,825783972125436;2,19512195121951;0,145971644362496;3;1
"Sète mer";60610063;2017-07-17;0,485;39,1;18,3;NA;NA;NA;NA;7,57;NA;NA;1,29544201586063;0,483754201213665;0,712204007285975;0,467231943010334;16;47200;7700;NA;NA;NA;0,163135593220339;16;104;6,5;0,866666666666667;0,130469303885867;9;-0,0105861686390533;13;-0,169630847406971;0,830669539168855;0,883464566929134;1,88461538461538;0,1088213619257;3;1
"Sète mer";60611361;2017-07-31;0,139;38,1;18,7;NA;NA;NA;NA;7,44;NA;NA;1,72691859501403;0,698847550687752;0,513368983957219;0,654369488542255;14;17000;1700;NA;NA;NA;0,1;14;76;5,42857142857143;0,835164835164835;0,109244706921693;2;-0,029432132963989;10,8571428571429;-0,0214311660007199;0,820495489940132;0,919293820933165;1,98684210526316;0,129127664396098;2;1
"Sète mer";60611366;2017-08-16;0,346;38,2;18,2;NA;NA;NA;NA;7,28;NA;NA;2,21427158536704;0,866604938271605;0,2;0,817662680132668;15;14200;3800;NA;NA;NA;0,267605633802817;15;72;4,8;0,685714285714286;0,170816813745101;3;0,0415702160493827;9,6;0,225241656027725;0,791392069149352;0,832344213649852;2,59722222222222;0,124303417225315;3;1
"Sète mer";60611367;2017-08-28;0,693;36,3;22,8;NA;NA;NA;NA;7,53;NA;NA;1,51176577112628;0,675580610795455;0,420738636363636;0,496552678474172;21;339000;13000;NA;NA;NA;0,0383480825958702;21;161;7,66666666666667;0,766666666666667;0,123106281174623;1;0,0367655568843794;15,3333333333333;-0,0686237102748738;0,809622378275837;0,867016976556184;2,39130434782609;0,107726782002116;3;1
"Sète mer";60612097;2017-09-11;0,693;38;15,2;NA;NA;NA;NA;7,11;NA;NA;1,41761116795079;0,540250690827931;0,663659793814433;0,481453743134494;19;70600;6600;NA;NA;NA;0,0934844192634561;18;111;6,16666666666667;0,725490196078431;0,131680491180146;4;0,027229932635338;12,3333333333333;-0,110224136770544;0,81689791429881;0,82140221402214;2,4954954954955;0,104687401254371;3;1
"Sète mer";60612442;2017-09-25;0,139;38;16,1;NA;NA;NA;NA;9,41;NA;NA;2,11366917221826;0,822406665598462;0,293670886075949;0,717851239972593;19;35100;4400;NA;NA;NA;0,125356125356125;19;133;7;0,777777777777778;0,146647942539041;1;-0,00907343546837014;14;0,084470890211175;0,798927919313777;0,900161030595813;2,50375939849624;0,118527089957155;3;1
